,handle,solvedCount,class,tier,ratingByProblemsSum,university
652,muchwater,51,1,5,129,KAIST
653,leehq67,57,1,5,123,KAIST
654,aquaman4917,54,1,5,120,KAIST
655,vnvj0033,45,1,5,118,KAIST
656,kyuholee2,39,1,5,113,KAIST
657,mingyu0304,42,0,5,136,KAIST
658,irondust,54,1,5,102,KAIST
659,salix_ryu,42,1,5,108,KAIST
660,yhc407,47,1,5,104,KAIST
661,hemisphere1357,42,1,5,98,KAIST
662,mail0409,49,1,5,92,KAIST
663,yeounhak,13,0,5,144,KAIST
664,eebbss,48,1,5,91,KAIST
665,luke1239,22,0,5,134,KAIST
666,no1eclee,14,0,5,138,KAIST
667,jswoo0121,43,1,4,90,KAIST
668,young0406,16,0,4,136,KAIST
669,a3626a,11,0,4,139,KAIST
670,tmdwk123456,42,1,4,88,KAIST
671,dh08021000,43,1,4,85,KAIST
672,hyunjun1121,36,1,4,88,KAIST
673,ktomkim10,18,0,4,125,KAIST
674,yglena,31,0,4,114,KAIST
675,james8270,43,1,4,79,KAIST
676,presentgift3,38,1,4,83,KAIST
677,dbase,10,0,4,124,KAIST
678,asd142513,26,0,4,110,KAIST
679,dangkang1217,36,1,4,77,KAIST
680,lumennaturale,28,0,4,108,KAIST
681,yukari,28,1,4,83,KAIST
682,sidlilac,40,1,4,71,KAIST
683,jake16,36,1,4,72,KAIST
684,etrpneur1,12,0,4,115,KAIST
685,malloc099,15,0,4,107,KAIST
686,thubaporo,31,1,3,67,KAIST
687,swift,35,0,3,87,KAIST
688,bhjrich,39,1,3,58,KAIST
689,qwqw3535,27,0,3,87,KAIST
690,sboh1214,34,1,3,55,KAIST
691,rtyk556,12,0,3,94,KAIST
692,true998,9,0,3,96,KAIST
693,zzxc1133,30,0,3,79,KAIST
694,070370,34,1,3,49,KAIST
695,aso0621,34,1,3,48,KAIST
696,pooha2005,34,1,3,48,KAIST
697,seosukhyun,25,1,3,54,KAIST
698,aa1103,34,1,3,47,KAIST
699,lucas_official,29,1,3,48,KAIST
700,jonglee97,17,0,3,80,KAIST
701,ksycue,32,1,3,42,KAIST
702,jongwan56,19,0,2,73,KAIST
703,zest6813,23,0,2,68,KAIST
704,martinyblue,31,1,2,34,KAIST
705,americano_iced,8,0,2,65,KAIST
706,khamneeda,7,0,2,65,KAIST
707,miso38,12,0,2,58,KAIST
708,lsh1107,26,0,2,44,KAIST
709,paul5479,26,0,2,42,KAIST
710,13678913,23,0,2,42,KAIST
711,0225kwon,11,0,1,46,KAIST
712,jypark577,12,0,1,45,KAIST
713,sciberbee,6,0,1,46,KAIST
714,seyoonp,7,0,1,41,KAIST
715,jgbjisoo,20,0,1,27,KAIST
716,choisw0823,15,0,1,26,KAIST
717,glory20h,8,0,1,32,KAIST
718,curlybraces,6,0,1,30,KAIST
719,bomini,8,0,1,27,KAIST
720,gabulflash,6,0,1,29,KAIST
721,yuagnun,16,0,1,21,KAIST
722,yujingaya,10,0,1,25,KAIST
723,juhojjang123,16,0,1,20,KAIST
724,ookki289,14,0,1,21,KAIST
725,semongsu0223,16,0,1,18,KAIST
726,seorii_rs,5,0,1,26,KAIST
727,sjbz0825,8,0,1,23,KAIST
728,bagjay,7,0,0,23,KAIST
729,dhehdgus17,7,0,0,23,KAIST
730,karumi,10,0,0,19,KAIST
731,ishs271305,12,0,0,15,KAIST
732,castordo,5,0,0,17,KAIST
733,mulac,3,0,0,18,KAIST
734,a0805030,1,0,0,19,KAIST
735,rlaxodntttt,6,0,0,15,KAIST
736,syh4925,5,0,0,15,KAIST
737,mendong,3,0,0,14,KAIST
738,denovo,3,0,0,12,KAIST
739,legokjuny,8,0,0,8,KAIST
740,yellowjisoo,8,0,0,8,KAIST
741,jun_frechele,7,0,0,7,KAIST
742,xmasbell,3,0,0,10,KAIST
743,eichen77,2,0,0,10,KAIST
744,yongjaeya,3,0,0,9,KAIST
745,biue12800,5,0,0,5,KAIST
746,cubeyoung,1,0,0,7,KAIST
747,eunje1111,4,0,0,4,KAIST
748,ihansaem1,4,0,0,4,KAIST
749,jmlee0221,4,0,0,3,KAIST
750,nuriyoo,3,0,0,3,KAIST
751,hanukoon,1,0,0,1,KAIST
752,junsookun,1,0,0,1,KAIST
753,kw1031,1,0,0,1,KAIST
754,wheodid2,1,0,0,1,KAIST
755,bbben123500,0,0,0,0,KAIST
756,direcf1520,95,0,0,0,KAIST
757,ghwhsbsb123,0,0,0,0,KAIST
758,iloveramyeon,0,0,0,0,KAIST
759,jinsu_park,0,0,0,0,KAIST
760,minsng_k,0,0,0,0,KAIST
761,seth102030,0,0,0,0,KAIST
762,taion,0,0,0,0,KAIST
763,thenitromefan,8566,0,0,0,KAIST
764,yhc,174,0,0,0,KAIST
765,youngjae99,0,0,0,0,KAIST
766,koosaga,13287,10,31,2861,MIT
767,mitnegativeinfinity,2713,10,31,2749,MIT
768,79brue,2875,10,31,2583,MIT
769,Diuven,1083,8,25,2252,MIT
770,yongwhan,2362,8,25,2188,MIT
771,menzrach02,126,6,17,1473,MIT
772,leo020630,2929,9,26,2314,POSTECH
773,slah007,1485,8,25,2214,POSTECH
774,menborong,2094,8,25,2198,POSTECH
775,minsung05,921,8,24,2095,POSTECH
776,qjatn0120baek,871,8,23,2043,POSTECH
777,yeohj0710,5227,7,23,2040,POSTECH
778,hyperbolic,1122,0,23,2219,POSTECH
779,petamingks,636,6,22,1992,POSTECH
780,4hn6,1393,7,22,1890,POSTECH
781,gs11008,919,6,22,1918,POSTECH
782,kkpos0206,500,6,21,1880,POSTECH
783,kokosoko59,1635,6,21,1840,POSTECH
784,kkomabear1227,1082,7,21,1812,POSTECH
785,kwoncycle,197,0,21,2090,POSTECH
786,rafle,978,5,21,1817,POSTECH
787,eric9709,592,7,21,1789,POSTECH
788,qkrlwsnd,1183,7,20,1770,POSTECH
789,surung9898,2686,6,20,1717,POSTECH
790,sohnryang,683,6,20,1717,POSTECH
791,qwerty_po,332,6,20,1732,POSTECH
792,sh0416,991,6,19,1711,POSTECH
793,0917ba,692,6,19,1663,POSTECH
794,greydra_k,1761,5,19,1667,POSTECH
795,shhj1998,642,3,19,1783,POSTECH
796,moonsong98,694,6,19,1604,POSTECH
797,ydj2030,1207,4,18,1604,POSTECH
798,chiller123,1176,5,18,1543,POSTECH
799,leemyl,670,5,17,1472,POSTECH
800,yjs990427,386,6,17,1479,POSTECH
801,cotmdgus06,412,5,17,1494,POSTECH
802,harry369,1260,5,17,1465,POSTECH
803,paraeism,838,5,17,1435,POSTECH
804,jwchoi84,444,5,17,1438,POSTECH
805,choijy5847,406,4,17,1513,POSTECH
806,roy030819,491,4,17,1432,POSTECH
807,aplace0927,181,5,16,1435,POSTECH
808,khkim6040,389,5,16,1366,POSTECH
809,arkay,292,5,16,1394,POSTECH
810,eytns,832,4,16,1374,POSTECH
811,pseudope,760,4,16,1361,POSTECH
812,kimsj0302,435,3,16,1443,POSTECH
813,ca00229,958,4,16,1362,POSTECH
814,bluehorn07,350,4,16,1381,POSTECH
815,gkgk0231,688,5,16,1300,POSTECH
816,ndb796,473,3,16,1410,POSTECH
817,220v,184,5,16,1314,POSTECH
818,k5nen,747,3,16,1344,POSTECH
819,sekwang,435,4,16,1304,POSTECH
820,bestban04,213,5,16,1291,POSTECH
821,cieske,427,4,16,1285,POSTECH
822,pjy0422,295,4,15,1283,POSTECH
823,jhs7jhs,149,0,15,1441,POSTECH
824,dmsgk010724,260,4,15,1253,POSTECH
825,eunchan9029,241,4,15,1250,POSTECH
826,psinwoo,312,4,15,1215,POSTECH
827,milchstra3e,181,0,15,1390,POSTECH
828,qqman78,326,4,15,1192,POSTECH
829,gimme1dollar,206,3,15,1237,POSTECH
830,asdf5030,334,4,15,1152,POSTECH
831,rnfqka123,244,1,15,1269,POSTECH
832,seo,261,3,15,1172,POSTECH
833,sealhorse,242,5,14,1072,POSTECH
834,krbqls1,317,3,14,1146,POSTECH
835,tlatlxlsims,383,4,14,1080,POSTECH
836,jeongyw12382,260,4,14,1097,POSTECH
837,sghsgh0609,311,4,14,1063,POSTECH
838,zlfn,295,3,14,1100,POSTECH
839,sam7073,243,4,14,1038,POSTECH
840,bjr7000,360,4,14,999,POSTECH
841,rudgh46,238,3,14,1066,POSTECH
842,nkmg,155,2,14,1137,POSTECH
843,choar816,223,4,14,1004,POSTECH
844,junseokkim00,181,4,13,965,POSTECH
845,migusdn,233,3,13,994,POSTECH
846,kjw0323,323,2,13,1013,POSTECH
847,ssbin4,176,2,13,1012,POSTECH
848,doberman,150,0,13,1058,POSTECH
849,ahn7157,91,0,13,1085,POSTECH
850,thermos,196,4,13,883,POSTECH
851,crs0706,137,2,13,1002,POSTECH
852,kyu5787,187,3,13,908,POSTECH
853,enormousrollback,192,2,12,914,POSTECH
854,ehsjmysj,496,3,12,805,POSTECH
855,emzei,248,3,12,835,POSTECH
856,jyok0120,125,1,12,946,POSTECH
857,sodabori,167,2,12,892,POSTECH
858,qpakzk,111,0,12,953,POSTECH
859,joon363,298,2,12,829,POSTECH
860,lyk1012,402,1,12,825,POSTECH
861,taso,98,0,12,927,POSTECH
862,capricorn116,144,0,12,898,POSTECH
863,journey526,97,4,12,764,POSTECH
864,hyeongkyu,111,0,11,864,POSTECH
865,hursung1,157,3,11,742,POSTECH
866,ikhwang,184,2,11,764,POSTECH
867,seon1474,189,2,11,761,POSTECH
868,yubin9812,177,2,11,759,POSTECH
869,jang5934,100,0,11,841,POSTECH
870,hjhmoon61,218,2,11,743,POSTECH
871,spmjoon516,126,3,11,684,POSTECH
872,evarsy31,103,0,11,786,POSTECH
873,carprefer,409,2,11,647,POSTECH
874,cyj101366,278,2,11,664,POSTECH
875,cerryne,129,3,11,652,POSTECH
876,hangc0313,142,2,11,696,POSTECH
877,kmw14641,143,2,11,691,POSTECH
878,wjdtjddbs44,130,2,11,683,POSTECH
879,physicube,158,2,11,667,POSTECH
880,blabla7127,90,2,11,698,POSTECH
881,jm010809,174,2,11,649,POSTECH
882,moonsongrd,67,0,11,751,POSTECH
883,jelee510,59,0,10,699,POSTECH
884,neuron04,192,2,10,582,POSTECH
885,sany0106,114,2,10,614,POSTECH
886,able2030,117,1,10,611,POSTECH
887,bsbletter,86,1,10,625,POSTECH
888,po09lkpo,64,0,10,663,POSTECH
889,denev,200,1,10,562,POSTECH
890,songsm921,118,2,10,568,POSTECH
891,jason9751,150,2,10,550,POSTECH
892,reaverse,93,0,10,589,POSTECH
893,fru1t_04,78,1,9,537,POSTECH
894,chemima,114,2,9,477,POSTECH
895,kabi,67,1,9,525,POSTECH
896,lyb0414,132,2,9,465,POSTECH
897,choye,103,2,9,462,POSTECH
898,andreakim0119,170,2,9,428,POSTECH
899,kgy9965,97,2,9,451,POSTECH
900,jae7997,79,2,9,447,POSTECH
901,psb2942,48,0,9,505,POSTECH
902,sooohyun,78,0,9,484,POSTECH
903,8ark1hyun,127,1,9,397,POSTECH
904,jookdevel,57,0,9,458,POSTECH
905,jyj7913,94,2,8,354,POSTECH
906,jwibanes,84,1,8,372,POSTECH
907,amyhyolee,58,0,8,406,POSTECH
908,brave,119,1,8,338,POSTECH
909,lhslhg,88,1,8,351,POSTECH
910,laziu_cc,55,0,8,379,POSTECH
911,chh1025,43,0,8,382,POSTECH
912,bje1126,65,1,8,341,POSTECH
913,chancedream,85,2,8,291,POSTECH
914,computerpark,89,1,7,306,POSTECH
915,woood0207,49,0,7,348,POSTECH
916,yjh31020,35,0,7,329,POSTECH
917,omsc01060,96,1,7,259,POSTECH
918,dafgs,73,1,7,270,POSTECH
919,sch0622,33,0,7,306,POSTECH
920,ljh5736,34,0,7,302,POSTECH
921,wjhy107,58,0,7,282,POSTECH
922,wow056,60,0,7,273,POSTECH
923,seohee2727,62,1,7,239,POSTECH
924,wkoreano4,63,1,6,210,POSTECH
925,yeomsijin,64,1,6,196,POSTECH
926,ssy825,25,0,6,244,POSTECH
927,gimon0331,50,1,6,191,POSTECH
928,bluemt003,20,0,6,237,POSTECH
929,wmbhoph,39,0,6,220,POSTECH
930,sin584869,45,0,6,215,POSTECH
931,kdh8912,72,1,6,161,POSTECH
932,jyjin0205,28,0,6,197,POSTECH
933,simjy98,61,1,6,148,POSTECH
934,spagettimaker,18,0,6,192,POSTECH
935,swkim99,27,0,6,184,POSTECH
936,bittersweetcode,55,0,5,151,POSTECH
937,hth021002,21,0,5,174,POSTECH
938,ehdgns728,51,1,5,121,POSTECH
939,jkpark354,58,1,5,112,POSTECH
940,jay1,18,0,5,159,POSTECH
941,donghemul11,22,0,5,152,POSTECH
942,ungjin,39,1,5,107,POSTECH
943,tjwlsss,55,1,5,94,POSTECH
944,choigeon,41,1,5,100,POSTECH
945,jagunlee,38,1,4,92,POSTECH
946,zlxltn,31,0,4,117,POSTECH
947,yth1209,24,1,4,90,POSTECH
948,heiece,44,1,4,70,POSTECH
949,kdohyeon93,15,0,4,108,POSTECH
950,eune24,20,0,3,81,POSTECH
951,heeseop05,20,0,3,81,POSTECH
952,030,11,0,3,83,POSTECH
953,minseokk,11,0,2,78,POSTECH
954,insukkwon,26,0,2,63,POSTECH
955,leegyuhyung30,23,0,2,64,POSTECH
956,shlee21,12,0,2,71,POSTECH
957,hsho2mi0,23,0,2,56,POSTECH
958,quasarkim,9,0,1,51,POSTECH
959,dlwjdgus55,11,0,1,48,POSTECH
960,twirlined,19,0,1,41,POSTECH
961,lucy0418,7,0,1,39,POSTECH
962,minescore,18,0,1,27,POSTECH
963,yklcs,8,0,1,33,POSTECH
964,yeonho0825,14,0,1,25,POSTECH
965,thgwon,14,0,0,16,POSTECH
966,yujaewon,14,0,0,16,POSTECH
967,okc06107,6,0,0,18,POSTECH
968,poink15701,1,0,0,16,POSTECH
969,jackiekim100,5,0,0,5,POSTECH
970,nerdystudent,4,0,0,6,POSTECH
971,worldit,5,0,0,5,POSTECH
972,ygchi21,5,0,0,5,POSTECH
973,sskk628,3,0,0,3,POSTECH
974,azq1351,1,0,0,4,POSTECH
975,kkomy0614,1,0,0,1,POSTECH
976,rpdlawjdgus,1,0,0,1,POSTECH
977,asaf0121,29,0,0,0,POSTECH
978,yonseipharmacy,0,0,0,0,POSTECH
979,xiaowuc1,15165,10,31,2597,Stanford University
980,yongwhan,2362,8,25,2188,Stanford University
981,cliid,176,6,19,1696,Stanford University
982,haden,271,3,16,1498,Stanford University
983,dandhkim,117,1,9,405,Stanford University
984,queued_q,1152,9,26,2332,UNIST
985,p_a_r_k_j_u_n_e,692,8,24,2112,UNIST
986,chunghan,1014,7,23,2047,UNIST
987,fm9779,775,5,22,2007,UNIST
988,flyjb,1849,7,22,1940,UNIST
989,gazebo1,1662,7,22,1923,UNIST
990,mskim17,1085,7,21,1872,UNIST
991,hoonably,826,6,21,1809,UNIST
992,nukec,2311,5,21,1815,UNIST
993,wbjeon2k,509,6,20,1718,UNIST
994,checkchck,422,3,19,1802,UNIST
995,crasy111,1167,5,19,1680,UNIST
996,nuri2169,643,6,18,1542,UNIST
997,happiness96,1964,4,17,1542,UNIST
998,steve7867,567,5,17,1498,UNIST
999,andrew1010,357,5,17,1507,UNIST
1000,ia0102,353,5,17,1510,UNIST
1001,calculus,631,5,17,1457,UNIST
1002,amazingspidy,423,5,17,1447,UNIST
1003,ghehd1125,513,5,17,1463,UNIST
1004,grim,332,5,17,1470,UNIST
1005,starhot12,344,5,17,1438,UNIST
1006,zxzx1825,319,4,16,1436,UNIST
1007,blessmealways00,547,5,16,1342,UNIST
1008,navinad,364,3,16,1447,UNIST
1009,scudeto,519,4,16,1382,UNIST
1010,tempba01,397,5,16,1337,UNIST
1011,navyduck,271,5,16,1346,UNIST
1012,ioio6382,367,5,16,1325,UNIST
1013,daebalprime,483,4,16,1347,UNIST
1014,rikaika,212,5,16,1326,UNIST
1015,dladuscjf8,660,4,16,1294,UNIST
1016,ace9804,356,4,16,1312,UNIST
1017,kb28,336,4,16,1310,UNIST
1018,freezing16,276,5,15,1204,UNIST
1019,lwh1992,253,4,15,1252,UNIST
1020,igy2840,315,4,15,1231,UNIST
1021,seecimi,527,4,15,1195,UNIST
1022,ians0714,340,5,15,1164,UNIST
1023,kyoonji1121,249,4,15,1226,UNIST
1024,chancha,348,4,15,1199,UNIST
1025,hhhoon01,371,4,15,1176,UNIST
1026,win3ctrl,212,4,15,1195,UNIST
1027,dusanbaek,661,4,15,1124,UNIST
1028,with1015,202,3,15,1222,UNIST
1029,taeyoonhiin,275,4,15,1147,UNIST
1030,fumire,690,3,15,1154,UNIST
1031,ohdoyoel,378,4,15,1104,UNIST
1032,girlera7,200,3,14,1171,UNIST
1033,instufld,332,3,14,1111,UNIST
1034,kjh1214,314,4,14,1060,UNIST
1035,lmjbsj,348,3,14,1081,UNIST
1036,dongho1222,208,3,14,1109,UNIST
1037,gracelee,192,3,14,1112,UNIST
1038,flame623,550,3,14,1033,UNIST
1039,boxak,141,0,14,1197,UNIST
1040,minu452,153,4,14,1040,UNIST
1041,jspark98,154,4,14,1036,UNIST
1042,hm8264,409,3,14,1020,UNIST
1043,dth,145,1,13,1123,UNIST
1044,jmk040507,193,3,13,1026,UNIST
1045,sunione,182,4,13,967,UNIST
1046,dhwmakqjq,187,4,13,965,UNIST
1047,santoo,375,3,13,965,UNIST
1048,k_ms3164,273,2,13,1018,UNIST
1049,wojino,141,4,13,956,UNIST
1050,junwha0511,193,2,13,1016,UNIST
1051,hero000621,846,3,13,875,UNIST
1052,jdy,220,0,13,1011,UNIST
1053,waldo0322,135,0,13,1029,UNIST
1054,april908,239,2,13,942,UNIST
1055,mkh533,198,2,13,950,UNIST
1056,deleb,156,3,12,883,UNIST
1057,karnen,167,1,12,950,UNIST
1058,redix1103,155,1,12,943,UNIST
1059,kyma123,273,1,12,907,UNIST
1060,neueskind,133,0,12,976,UNIST
1061,jimshim,174,3,12,850,UNIST
1062,sadboy,140,0,12,924,UNIST
1063,bonena,97,0,12,891,UNIST
1064,kts0921,166,2,12,808,UNIST
1065,cgw1999,94,0,11,871,UNIST
1066,zo0425,234,3,11,712,UNIST
1067,new_new,145,2,11,775,UNIST
1068,raonmire,209,1,11,772,UNIST
1069,firebird,200,2,11,746,UNIST
1070,5parkling,178,2,11,747,UNIST
1071,shawn9,288,2,11,710,UNIST
1072,kimmir93,107,0,11,812,UNIST
1073,deneb219,164,2,11,712,UNIST
1074,alex1221,196,2,11,699,UNIST
1075,unique1122,139,1,11,735,UNIST
1076,kaylen,134,2,11,704,UNIST
1077,dmstjd517,177,2,11,678,UNIST
1078,lha0,140,2,11,668,UNIST
1079,kuroneko0321,183,2,10,642,UNIST
1080,idong1004,139,2,10,644,UNIST
1081,luckyij,103,1,10,678,UNIST
1082,kaid,485,1,10,585,UNIST
1083,thehappypig,142,2,10,623,UNIST
1084,seiker,174,1,10,632,UNIST
1085,ho9938,132,2,10,596,UNIST
1086,guinueng,169,2,10,558,UNIST
1087,timidlion,115,1,10,578,UNIST
1088,rlagkdus705,100,1,10,577,UNIST
1089,d02reams,117,2,10,538,UNIST
1090,ehvlakdcl123,95,2,10,548,UNIST
1091,nero96in,99,1,10,557,UNIST
1092,cvvc1997,71,0,9,588,UNIST
1093,josik97,99,1,9,513,UNIST
1094,kukuku91,115,2,9,477,UNIST
1095,diqtkd13,131,2,9,468,UNIST
1096,yeonmu4121,165,2,9,450,UNIST
1097,binibin,108,2,9,456,UNIST
1098,lafest,120,2,9,444,UNIST
1099,satori1234,138,1,9,429,UNIST
1100,shj20031,140,1,9,419,UNIST
1101,kcm4482,90,1,9,434,UNIST
1102,ehak1023,97,1,9,430,UNIST
1103,kjwan4435,95,1,9,429,UNIST
1104,cjsgk1021,89,1,9,431,UNIST
1105,chaeeun6437,128,2,9,383,UNIST
1106,taeyeop,106,2,9,391,UNIST
1107,joel610,87,1,9,413,UNIST
1108,kdh7979,119,1,8,344,UNIST
1109,antares1028,70,1,8,367,UNIST
1110,ghojeong,43,0,8,410,UNIST
1111,jinmyeong,60,2,8,339,UNIST
1112,kylin,42,0,8,395,UNIST
1113,docceabi25,90,1,8,333,UNIST
1114,juny0523,96,1,8,308,UNIST
1115,gn0219,112,1,7,293,UNIST
1116,eunsomh679012,88,2,7,278,UNIST
1117,endtn11,56,2,7,294,UNIST
1118,pth2002,101,1,7,272,UNIST
1119,jsy01311,43,0,7,325,UNIST
1120,youknowwho,79,1,7,276,UNIST
1121,isthistimec,81,1,7,274,UNIST
1122,orchideous,83,1,7,271,UNIST
1123,bleaveme,67,1,7,280,UNIST
1124,dngurqnfrk,90,1,7,261,UNIST
1125,dafgs,73,1,7,270,UNIST
1126,xorud120,59,2,7,254,UNIST
1127,imchent4691,76,1,7,266,UNIST
1128,kimsj7597,89,1,7,257,UNIST
1129,maknae44,91,1,7,236,UNIST
1130,bleetoteelb,38,0,7,293,UNIST
1131,tjrghk01,59,1,7,238,UNIST
1132,hdy0319,125,1,7,201,UNIST
1133,whtjddns1234,86,1,7,216,UNIST
1134,isho,67,1,6,223,UNIST
1135,jwj1199,80,1,6,210,UNIST
1136,dlwogh,71,1,6,210,UNIST
1137,rlasshi,62,1,6,214,UNIST
1138,foxisdogmung,53,1,6,218,UNIST
1139,kim_doyeon,78,1,6,201,UNIST
1140,hsoo8366,59,0,6,224,UNIST
1141,song0102,63,1,6,183,UNIST
1142,rocky112358,60,1,6,182,UNIST
1143,rugyoon,60,1,6,171,UNIST
1144,hgh0377,70,1,6,160,UNIST
1145,umknown,70,1,6,160,UNIST
1146,bams11,32,0,6,207,UNIST
1147,xxeunnnnn,66,1,6,153,UNIST
1148,batiger00,72,1,6,148,UNIST
1149,wonderman960704,35,0,6,198,UNIST
1150,khi531,62,1,6,150,UNIST
1151,khn4636,63,1,6,139,UNIST
1152,jinfizzzzz,53,1,6,139,UNIST
1153,rhdfyd213,58,1,6,135,UNIST
1154,sjcho,39,1,5,138,UNIST
1155,ellchan0012,18,0,5,178,UNIST
1156,ses040515,59,1,5,120,UNIST
1157,yuho8437,21,0,5,161,UNIST
1158,shdev95lee,48,1,5,114,UNIST
1159,yoon_park,43,1,5,111,UNIST
1160,hdydtdxdt,53,1,5,102,UNIST
1161,pyj4164,37,0,5,138,UNIST
1162,nohseunghwan,39,1,5,108,UNIST
1163,kkjj0612,47,1,5,93,UNIST
1164,answns4122,45,1,5,93,UNIST
1165,superhans,37,1,3,46,UNIST
1166,thinkin9,8,0,3,92,UNIST
1167,cheol000,27,0,3,74,UNIST
1168,dongmin5820,16,0,3,83,UNIST
1169,znrb,32,1,3,42,UNIST
1170,dju1006,28,1,3,43,UNIST
1171,tyhtm3,18,0,2,66,UNIST
1172,lsb2304,32,0,2,46,UNIST
1173,hanktom,16,0,2,52,UNIST
1174,isthistime,26,0,1,34,UNIST
1175,welshcorgi,18,0,1,35,UNIST
1176,hwanistic,17,0,1,33,UNIST
1177,plain,12,0,1,36,UNIST
1178,kimyoungno,6,0,1,39,UNIST
1179,ssamdark,13,0,1,33,UNIST
1180,schan22,17,0,1,29,UNIST
1181,wodn14,6,0,1,32,UNIST
1182,tpcl98,6,0,1,31,UNIST
1183,arnold040523,12,0,1,23,UNIST
1184,p000207,12,0,0,15,UNIST
1185,joho1337,11,0,0,13,UNIST
1186,hhh5359,6,0,0,6,UNIST
1187,tspleetz,5,0,0,7,UNIST
1188,te03025,5,0,0,5,UNIST
1189,el1q,3,0,0,4,UNIST
1190,yeseung0310,3,0,0,3,UNIST
1191,brucks1217,2,0,0,2,UNIST
1192,rhdehfdl9080,2,0,0,2,UNIST
1193,withgrsh,2,0,0,2,UNIST
1194,rlaehrud5292,1,0,0,1,UNIST
1195,gusaka213,0,0,0,0,UNIST
1196,hunist,0,0,0,0,UNIST
1197,hijkl2e,4032,8,28,2429,강원대학교
1198,bic0893,1642,7,22,1907,강원대학교
1199,cubic,1337,6,21,1826,강원대학교
1200,becl3ver,1818,7,21,1802,강원대학교
1201,lim551,607,0,20,1960,강원대학교
1202,isbidip,780,6,19,1641,강원대학교
1203,lifedev,548,5,18,1570,강원대학교
1204,jjh4450,514,5,18,1521,강원대학교
1205,swj0324,303,6,17,1515,강원대학교
1206,ckdtjq1121,586,5,17,1518,강원대학교
1207,wnstjdgks123,662,5,17,1495,강원대학교
1208,skaguq4270,598,5,17,1479,강원대학교
1209,ssw3095,512,5,17,1482,강원대학교
1210,ckddn1224,455,5,17,1449,강원대학교
1211,djson,557,4,17,1474,강원대학교
1212,rave189,694,5,17,1417,강원대학교
1213,rjsdn031,630,5,17,1384,강원대학교
1214,axa1239,573,5,17,1395,강원대학교
1215,nain95,474,5,17,1398,강원대학교
1216,spicykong,220,4,16,1476,강원대학교
1217,rnjsrnrdnjs,577,4,16,1412,강원대학교
1218,jrw9215,251,4,16,1427,강원대학교
1219,hsj0531,567,5,16,1349,강원대학교
1220,gomduri43,602,5,16,1320,강원대학교
1221,x1111101101,373,5,16,1350,강원대학교
1222,scc9811,601,5,16,1319,강원대학교
1223,chldudw,800,4,16,1330,강원대학교
1224,jeong3127,358,5,16,1317,강원대학교
1225,jigns153,634,4,16,1323,강원대학교
1226,jinung1055,729,5,16,1252,강원대학교
1227,gofmsldks,291,4,16,1329,강원대학교
1228,wkj1103,327,5,16,1272,강원대학교
1229,yju0808,420,4,16,1290,강원대학교
1230,sangminnim,443,4,16,1294,강원대학교
1231,knoc5215,347,4,15,1281,강원대학교
1232,phb304,228,4,15,1298,강원대학교
1233,ventulus95,471,4,15,1254,강원대학교
1234,qkre,572,4,15,1241,강원대학교
1235,tmdrjs1419,538,4,15,1236,강원대학교
1236,cba06130,443,4,15,1241,강원대학교
1237,po2283,341,4,15,1234,강원대학교
1238,dt10002,653,4,15,1203,강원대학교
1239,wook0805,275,4,15,1238,강원대학교
1240,hot1614,499,4,15,1200,강원대학교
1241,cooltime15,406,4,15,1196,강원대학교
1242,butter_cheese,560,4,15,1183,강원대학교
1243,jkl7142,325,4,15,1206,강원대학교
1244,dbtjq1592000,577,4,15,1179,강원대학교
1245,theuglygoblin,301,4,15,1208,강원대학교
1246,sjho714,319,4,15,1193,강원대학교
1247,chris0825,265,5,15,1152,강원대학교
1248,bjg1441,195,4,15,1195,강원대학교
1249,lay,251,0,15,1313,강원대학교
1250,sjszzang0929,222,4,15,1166,강원대학교
1251,andus91,253,4,15,1156,강원대학교
1252,bae2622,207,4,15,1165,강원대학교
1253,chunbae74,458,4,15,1117,강원대학교
1254,qs9875,541,4,15,1095,강원대학교
1255,patt1297,293,4,15,1122,강원대학교
1256,junstone1995,328,4,15,1111,강원대학교
1257,psychobabo,743,3,15,1130,강원대학교
1258,kkkkkkkkkjw12,326,4,14,1096,강원대학교
1259,wjdemsthf,728,4,14,1059,강원대학교
1260,rnjscksdud1,205,4,14,1110,강원대학교
1261,castberry,694,4,14,1050,강원대학교
1262,qufwnfahs,207,3,14,1141,강원대학교
1263,gusdn0828,422,3,14,1089,강원대학교
1264,almostdone,384,4,14,1036,강원대학교
1265,aswe0409,369,3,14,1073,강원대학교
1266,tlsehdgk87,219,4,14,1052,강원대학교
1267,wbo1026,297,3,14,1073,강원대학교
1268,tomatomato21,151,4,14,1061,강원대학교
1269,laewon52,334,4,14,1007,강원대학교
1270,rktlrhrl3142,442,4,14,993,강원대학교
1271,liebenholz98,307,4,14,1007,강원대학교
1272,hjkiln,502,3,14,1031,강원대학교
1273,bbb10311031,1151,3,14,1017,강원대학교
1274,ish330,231,4,14,1019,강원대학교
1275,oh_jae_sung,230,3,14,1053,강원대학교
1276,dexaboud3,273,3,14,1042,강원대학교
1277,mohani7601,299,3,14,1031,강원대학교
1278,yeong35,240,4,14,986,강원대학교
1279,ogy1004,403,3,14,1000,강원대학교
1280,dbskarb99,315,3,13,1003,강원대학교
1281,jws4894,140,0,13,1151,강원대학교
1282,gmd1356,177,2,13,1083,강원대학교
